App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,Current Ver,Android Ver
Coloring & Learn,FAMILY,4.4,12753,51.0,5000000.0,Free,0.0,Everyone,Educational;Creativity,"July 17, 2018",1.49,4.0.3 and up
Educational Games 4 Kids,FAMILY,4.3,11618,39.0,5000000.0,Free,0.0,Everyone,Educational;Education,"April 3, 2018",2.4,4.1 and up
Candy Pop Story,FAMILY,4.7,12948,23.0,1000000.0,Free,0.0,Everyone,Casual;Brain Games,"May 24, 2018",2.0.3165,2.3 and up
Hello Kitty Nail Salon,FAMILY,4.2,369378,24.0,50000000.0,Free,0.0,Everyone,Casual;Pretend Play,"April 17, 2018",1.5,4.1 and up
Candy Smash,FAMILY,4.5,11436,15.0,1000000.0,Free,0.0,Everyone,Casual;Brain Games,"April 17, 2018",2.2.3169,4.0.3 and up
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20.0,500000.0,Free,0.0,Everyone,Casual;Brain Games,"February 1, 2018",1.0.3122,4.0.3 and up
Coloring book moana,FAMILY,3.9,974,14.0,500000.0,Free,0.0,Everyone,Art & Design;Pretend Play,"January 15, 2018",2.0.0,4.0.3 and up
Baby Panda Care,FAMILY,4.2,108795,49.0,10000000.0,Free,0.0,Everyone,Educational;Pretend Play,"June 15, 2018",8.25.10.00,4.0.3 and up
Baby puzzles,FAMILY,4.3,11950,19.0,5000000.0,Free,0.0,Everyone,Educational;Education,"July 12, 2018",6.1,4.0.3 and up
Garden Fruit Legend,FAMILY,4.6,4289,33.0,500000.0,Free,0.0,Everyone,Casual;Brain Games,"July 31, 2018",3.5.3183,4.0.3 and up
Barbie™ Fashion Closet,FAMILY,4.1,68286,85.0,10000000.0,Free,0.0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up
Candy Day,FAMILY,4.5,11716,48.0,1000000.0,Free,0.0,Everyone,Casual;Brain Games,"August 3, 2018",8.4.3180,4.0 and up
ABC Kids - Tracing & Phonics,FAMILY,4.5,36606,,10000000.0,Free,0.0,Everyone,Educational;Education,"June 22, 2018",Varies with device,4.0 and up
Barbie Magical Fashion,FAMILY,4.0,328619,15.0,10000000.0,Free,0.0,Everyone,Casual;Creativity,"October 6, 2017",2.2,4.1 and up
Educational Games for Kids,FAMILY,4.5,7050,24.0,1000000.0,Free,0.0,Everyone,Educational;Education,"May 27, 2018",2,4.0 and up
Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432,63.0,100000.0,Free,0.0,Everyone 10+,Educational;Education,"July 27, 2018",1.0.89,4.4 and up
Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436,43.0,1000000.0,Free,0.0,Everyone,Educational;Education,"March 21, 2018",2.0.5.0,4.1 and up
Baby Panda’s Juice Shop,FAMILY,4.5,19230,45.0,5000000.0,Free,0.0,Everyone,Educational;Brain Games,"July 12, 2018",8.25.10.01,4.0.3 and up
Dr. Panda Restaurant 3,FAMILY,4.2,11126,91.0,1000000.0,Free,0.0,Everyone,Educational;Pretend Play,"March 23, 2018",1.6.4,4.1 and up
Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652,53.0,1000000.0,Free,0.0,Everyone,Educational;Education,"July 16, 2018",2.0.7.4,4.1 and up
Happy Street,FAMILY,4.5,110877,,1000000.0,Free,0.0,Everyone 10+,Casual;Action & Adventure,"March 28, 2018",Varies with device,Varies with device
Dr. Panda Town: Vacation,FAMILY,3.8,10366,78.0,1000000.0,Free,0.0,Everyone,Education;Pretend Play,"July 24, 2018",1.2.1,4.1 and up
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63.0,100000.0,Free,0.0,Everyone 10+,Simulation;Pretend Play,"August 6, 2018",149,4.1 and up
Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24.0,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,"May 22, 2018",1.4.12,4.1 and up
Hot Wheels: Race Off,FAMILY,4.5,520654,,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,"June 28, 2018",Varies with device,4.4 and up
Basketball FRVR - Shoot the Hoop and Slam Dunk!,FAMILY,4.5,4076,,100000.0,Free,0.0,Everyone,Sports;Action & Adventure,"August 1, 2018",1.3.3,4.1 and up
Farming Simulator 14,FAMILY,4.5,530904,51.0,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93.0,500000.0,Free,0.0,Everyone,Racing;Action & Adventure,"August 31, 2017",1.1.9,4.1 and up
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91.0,10000000.0,Free,0.0,Everyone,Simulation;Action & Adventure,"August 2, 2018",3.2.0h,4.0.3 and up
Doctor Pets,FAMILY,4.2,23060,21.0,1000000.0,Free,0.0,Everyone,Educational;Education,"July 26, 2018",1.19,4.1 and up
Dominos Game ✔️,FAMILY,4.1,2903,16.0,1000000.0,Free,0.0,Everyone,Board;Brain Games,"July 5, 2018",5.2,4.1 and up
Checkers ✔️,FAMILY,4.1,3617,19.0,1000000.0,Free,0.0,Everyone,Board;Brain Games,"July 24, 2018",4.0.2,4.1 and up
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17.0,50000.0,Free,0.0,Everyone,Board;Brain Games,"June 13, 2018",20180609,4.0 and up
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000.0,Free,0.0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up
Barbie Life™,FAMILY,3.9,133117,63.0,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,"July 12, 2018",2.6,4.1 and up
Hello Kitty Lunchbox,FAMILY,4.2,51838,15.0,5000000.0,Free,0.0,Everyone,Casual;Creativity,"November 21, 2017",1.6,4.1 and up
Fun Kid Racing,FAMILY,4.0,79667,,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,"August 3, 2018",3.52,4.2 and up
ABCmouse.com,FAMILY,4.3,50887,91.0,5000000.0,Free,0.0,Everyone,Education;Education,"July 3, 2018",7.2.0,4.4 and up
Essential Anatomy 3,MEDICAL,4.1,1533,42.0,50000.0,Paid,11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up
Diabetes & Diet Tracker,MEDICAL,4.6,395,19.0,1000.0,Paid,9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158,11.0,1000000.0,Free,0.0,Everyone,Medical,"July 26, 2018",5.4.8,4.1 and up
FollowMyHealth®,MEDICAL,4.6,73118,37.0,1000000.0,Free,0.0,Everyone,Medical,"May 10, 2018",3.3,4.4 and up
Blood Pressure,MEDICAL,4.2,33033,7.4,5000000.0,Free,0.0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up
Doctor On Demand,MEDICAL,4.7,18674,,1000000.0,Free,0.0,Everyone,Medical,"July 27, 2018",3.25.0,4.4 and up
BioLife Plasma Services,MEDICAL,3.5,250,23.0,100000.0,Free,0.0,Everyone,Medical,"July 9, 2018",1.2.0,4.4 and up
Anthem Anywhere,MEDICAL,2.7,2657,24.0,500000.0,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up
Blood Donor,MEDICAL,4.2,4476,20.0,500000.0,Free,0.0,Everyone,Medical,"July 31, 2018",1.6.2,4.1 and up
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26.0,1000000.0,Free,0.0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6,500000.0,Free,0.0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up
CVS Caremark,MEDICAL,3.5,3707,10.0,500000.0,Free,0.0,Everyone,Medical,"July 28, 2018",4.36,4.4 and up
All Mental disorders,MEDICAL,4.5,453,11.0,100000.0,Free,0.0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up
Delta Dental,MEDICAL,3.0,914,,100000.0,Free,0.0,Everyone,Medical,"July 17, 2018",4.6.0,5.0 and up
Drugs.com Medication Guide,MEDICAL,4.4,15875,,1000000.0,Free,0.0,Everyone,Medical,"May 22, 2018",Varies with device,4.4 and up
HealtheLife,MEDICAL,3.6,190,7.7,100000.0,Free,0.0,Everyone,Medical,"January 2, 2018",2.4.0,4.4 and up
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16.0,1000000.0,Free,0.0,Everyone,Medical,"July 18, 2018",2,4.1 and up
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12.0,100000.0,Free,0.0,Everyone,Medical,"July 26, 2018",1.3.185,4.1 and up
Epocrates Plus,MEDICAL,4.3,23889,,1000000.0,Free,0.0,Everyone,Medical,"July 10, 2018",Varies with device,4.0 and up
Davis's Drug Guide for Nurses,MEDICAL,4.5,572,44.0,50000.0,Free,0.0,Everyone,Medical,"July 13, 2018",4.3.2.315,4.4 and up
Diabetes:M,MEDICAL,4.6,15545,,100000.0,Free,0.0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device
HESI A2 Pocket Prep,MEDICAL,4.3,2108,28.0,50000.0,Free,0.0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up
Davis's Drug Guide,MEDICAL,3.9,272,6.4,50000.0,Free,0.0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up
Free Hypnosis,MEDICAL,4.2,4303,,100000.0,Free,0.0,Everyone,Medical,"September 6, 2016",Varies with device,Varies with device
Dosecast - Medication Reminder,MEDICAL,4.3,4107,,100000.0,Free,0.0,Everyone,Medical,"April 17, 2018",Varies with device,Varies with device
Ada - Your Health Guide,MEDICAL,4.7,87418,14.0,1000000.0,Free,0.0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up
High Blood Pressure Symptoms,MEDICAL,4.0,531,2.3,100000.0,Free,0.0,Everyone,Medical,"January 18, 2015",1,3.0 and up
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86.0,10000.0,Free,0.0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up
BELONG Beating Cancer Together,MEDICAL,4.7,623,20.0,50000.0,Free,0.0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up
ConnectLine,MEDICAL,3.1,253,4.2,50000.0,Free,0.0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9,100000.0,Free,0.0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up
Facebook,SOCIAL,4.1,78158306,,1000000000.0,Free,0.0,Teen,Social,"August 3, 2018",Varies with device,Varies with device
Facebook Lite,SOCIAL,4.3,8606259,,500000000.0,Free,0.0,Teen,Social,"August 1, 2018",Varies with device,Varies with device
Google+,SOCIAL,4.2,4831125,,1000000000.0,Free,0.0,Teen,Social,"July 26, 2018",Varies with device,Varies with device
"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3,5000000.0,Free,0.0,Everyone,Social,"June 13, 2018",5.1.1,4.1 and up
Facebook Local,SOCIAL,4.2,4751,,1000000.0,Free,0.0,Teen,Social,"June 30, 2018",13,4.1 and up
HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8,10000000.0,Free,0.0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up
Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146,,1000000.0,Free,0.0,Everyone,Social,"July 27, 2018",Varies with device,4.0.3 and up
Blogger,SOCIAL,3.7,138026,2.7,5000000.0,Free,0.0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up
Bloglovin',SOCIAL,3.9,8936,,500000.0,Free,0.0,Everyone,Social,"May 18, 2017",Varies with device,Varies with device
Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1,100000.0,Free,0.0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up
Banjo,SOCIAL,4.2,58341,9.3,1000000.0,Free,0.0,Everyone,Social,"July 25, 2015",4.6.2.0,2.3 and up
Frontback - Social Photos,SOCIAL,3.8,19446,,1000000.0,Free,0.0,Mature 17+,Social,"December 1, 2017",3.4.5,4.0.3 and up
Couple - Relationship App,SOCIAL,4.0,33249,8.4,1000000.0,Free,0.0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722,,10000000.0,Free,0.0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,,100000000.0,Free,0.0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device
Amazon for Tablets,SHOPPING,4.0,141613,22.0,10000000.0,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up
Amazon Shopping,SHOPPING,4.3,909226,42.0,100000000.0,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up
Flipp - Weekly Shopping,SHOPPING,4.6,85858,,10000000.0,Free,0.0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device
GS SHOP,SHOPPING,3.8,44255,15.0,10000000.0,Free,0.0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up
Family Dollar,SHOPPING,4.3,2588,21.0,1000000.0,Free,0.0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up
11st,SHOPPING,3.8,48732,20.0,10000000.0,Free,0.0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up
Flipkart Online Shopping App,SHOPPING,4.4,6012719,,100000000.0,Free,0.0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device
CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187,25.0,1000000.0,Free,0.0,Everyone,Shopping,"June 21, 2018",4.89,4.3 and up
Extreme Coupon Finder,SHOPPING,4.1,11798,,1000000.0,Free,0.0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,,10000000.0,Free,0.0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31.0,1000000.0,Free,0.0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up
FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.2,33758,,1000000.0,Free,0.0,Everyone,Shopping,"August 6, 2018",Varies with device,Varies with device
HauteLook,SHOPPING,4.1,7193,7.3,500000.0,Free,0.0,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000.0,Free,0.0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15.0,10000000.0,Free,0.0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up
Find&Save - Local Shopping,SHOPPING,4.0,4602,6.2,500000.0,Free,0.0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5917485,,100000000.0,Free,0.0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device
Boxed Wholesale,SHOPPING,3.8,6380,,1000000.0,Free,0.0,Everyone,Shopping,"August 2, 2018",Varies with device,Varies with device
ASOS,SHOPPING,4.7,181823,22.0,10000000.0,Free,0.0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37.0,1000000.0,Free,0.0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159,36.0,500000.0,Free,0.0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953,9.7,5000000.0,Free,0.0,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841,7.7,1000000.0,Free,0.0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282578,,100000000.0,Free,0.0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up
HD Camera,PHOTOGRAPHY,4.3,49680,8.7,5000000.0,Free,0.0,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864,13.0,500000.0,Free,0.0,Everyone,Photography,"May 3, 2018",22,4.0.3 and up
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410,4.5,1000000.0,Free,0.0,Everyone,Photography,"June 27, 2018",4.1,4.0.3 and up
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26.0,10000000.0,Free,0.0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421,9.6,5000000.0,Free,0.0,Everyone,Photography,"July 28, 2018",2.4,4.1 and up
Blur Image Background,PHOTOGRAPHY,3.9,129272,11.0,10000000.0,Free,0.0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up
Google Photos,PHOTOGRAPHY,4.5,10859051,,1000000000.0,Free,0.0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device
Flickr,PHOTOGRAPHY,4.3,251951,16.0,10000000.0,Free,0.0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up
HD Camera Ultra,PHOTOGRAPHY,4.3,462152,1.5,10000000.0,Free,0.0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917,5.7,10000000.0,Free,0.0,Everyone,Photography,"June 11, 2018",2.2.93,4.0 and up
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211,1.9,1000000.0,Free,0.0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506,47.0,10000000.0,Free,0.0,Everyone,Photography,"May 24, 2018",4.5.2,5.0 and up
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.5,420973,,10000000.0,Free,0.0,Everyone,Photography,"August 2, 2018",Varies with device,Varies with device
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.1,78140,10.0,5000000.0,Free,0.0,Everyone,Photography,"February 11, 2018",5.5.2,4.0.3 and up
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343,44.0,10000000.0,Free,0.0,Everyone,Photography,"July 14, 2018",6.4.3,4.0.3 and up
HD Camera for Android,PHOTOGRAPHY,4.1,351255,4.0,10000000.0,Free,0.0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914917,,50000000.0,Free,0.0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53.0,100000000.0,Free,0.0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up
Color Touch Effects,PHOTOGRAPHY,3.8,167652,12.0,10000000.0,Free,0.0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368705,,100000000.0,Free,0.0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295,24.0,10000000.0,Free,0.0,Everyone,Photography,"June 23, 2017",4.0.7,4.0 and up
Add Text To Photo,PHOTOGRAPHY,4.1,21578,1.6,1000000.0,Free,0.0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up
Free Sports TV,SPORTS,4.3,1802,9.8,100000.0,Free,0.0,Everyone,Sports,"June 21, 2018",1.4,4.0.3 and up
Football Live Scores,SPORTS,4.5,107724,6.5,5000000.0,Free,0.0,Everyone,Sports,"July 31, 2018",1004,4.0 and up
BeSoccer - Soccer Live Score,SPORTS,4.5,152780,,10000000.0,Free,0.0,Everyone,Sports,"July 18, 2018",Varies with device,Varies with device
All Football - Latest News & Videos,SPORTS,4.6,152867,17.0,10000000.0,Free,0.0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up
Eurosport,SPORTS,4.0,121003,,10000000.0,Free,0.0,Everyone,Sports,"August 6, 2018",Varies with device,Varies with device
"All Football GO- Live Score, Games",SPORTS,4.6,1981,10.0,100000.0,Free,0.0,Everyone,Sports,"June 21, 2018",2.9.9go,4.1 and up
Championat,SPORTS,4.3,36490,,1000000.0,Free,0.0,Everyone,Sports,"July 25, 2018",Varies with device,Varies with device
Goal Live Scores,SPORTS,4.4,232423,35.0,5000000.0,Free,0.0,Everyone,Sports,"June 11, 2018",4.2.2,4.0.3 and up
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106,,100000.0,Free,0.0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device
CBS Sports Fantasy,SPORTS,4.0,43611,27.0,1000000.0,Free,0.0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up
Golf Channel,SPORTS,4.1,19230,88.0,1000000.0,Free,0.0,Everyone,Sports,"May 30, 2018",4.5.19.56,4.1 and up
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",SPORTS,4.5,26102,,1000000.0,Free,0.0,Everyone,Sports,"May 3, 2018",Varies with device,Varies with device
Golf GPS by SwingxSwing,SPORTS,4.6,37167,,1000000.0,Free,0.0,Everyone,Sports,"July 30, 2018",Varies with device,4.4 and up
Golf GPS Rangefinder: Golf Pad,SPORTS,4.6,13098,,1000000.0,Free,0.0,Everyone,Sports,"July 28, 2018",Varies with device,Varies with device
GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085,61.0,1000000.0,Free,0.0,Everyone,Sports,"June 21, 2018",8.9.3,4.0.3 and up
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25.0,50000.0,Paid,29.99,Everyone,Sports,"July 11, 2018",4.18.0,4.1 and up
FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,57.0,1000000.0,Free,0.0,Mature 17+,Sports,"August 6, 2018",2.46.1,5.0 and up
DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017,41.0,1000000.0,Free,0.0,Adults only 18+,Sports,"July 24, 2018",3.21.324,4.4 and up
Fantasy Football Manager (FPL),SPORTS,4.4,63650,4.6,1000000.0,Free,0.0,Everyone,Sports,"August 3, 2018",7.0.2,4.1 and up
Fantasy Football,SPORTS,3.5,50179,23.0,1000000.0,Free,0.0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82.0,5000000.0,Free,0.0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up
850 Sports News Digest,SPORTS,4.6,539,,10000.0,Free,0.0,Everyone,Sports,"August 23, 2016",Varies with device,Varies with device
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6.0,10000000.0,Free,0.0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up
365Scores - Live Scores,SPORTS,4.6,666521,25.0,10000000.0,Free,0.0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up
Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838765,,50000000.0,Free,0.0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device
Fantasy Football & NFL News,SPORTS,4.5,2943,8.1,100000.0,Free,0.0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25.0,500000.0,Free,0.0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up
BBC Sport,SPORTS,4.2,18679,,1000000.0,Free,0.0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device
Hopper - Watch & Book Flights,TRAVEL_AND_LOCAL,4.4,52029,,5000000.0,Free,0.0,Everyone,Travel & Local,"June 29, 2018",Varies with device,5.0 and up
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58.0,1000000.0,Free,0.0,Everyone,Travel & Local,"June 9, 2018",10.9.8 (Play),5.0 and up
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28.0,1000000.0,Free,0.0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up
Google Trips - Travel Planner,TRAVEL_AND_LOCAL,4.1,26871,,5000000.0,Free,0.0,Everyone,Travel & Local,"July 26, 2018",1.10.0.205086730,4.1 and up
GPS Map Free,TRAVEL_AND_LOCAL,4.0,33782,7.6,5000000.0,Free,0.0,Everyone,Travel & Local,"July 11, 2018",4.6,4.0 and up
GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551,42.0,10000000.0,Free,0.0,Mature 17+,Travel & Local,"August 2, 2018",5.2.0 21127,4.4 and up
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,14.0,10000000.0,Free,0.0,Everyone,Travel & Local,"December 6, 2016",5.10.6.2.8466393,4.1 and up
AirAsia,TRAVEL_AND_LOCAL,3.9,98585,37.0,10000000.0,Free,0.0,Everyone,Travel & Local,"July 16, 2018",5.0.4,4.4 and up
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136633,14.0,10000000.0,Free,0.0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up
Goibibo - Flight Hotel Bus Car IRCTC Booking App,TRAVEL_AND_LOCAL,4.3,459851,,10000000.0,Free,0.0,Everyone,Travel & Local,"August 1, 2018",3.9.7,4.3 and up
Allegiant,TRAVEL_AND_LOCAL,3.1,5572,21.0,1000000.0,Free,0.0,Everyone,Travel & Local,"July 12, 2018",5.16.1,4.4 and up
Amtrak,TRAVEL_AND_LOCAL,3.7,16815,28.0,1000000.0,Free,0.0,Everyone,Travel & Local,"July 15, 2018",3.1.3,5.0 and up
Flight & Hotel Booking App - ixigo,TRAVEL_AND_LOCAL,4.4,45562,,5000000.0,Free,0.0,Everyone,Travel & Local,"July 30, 2018",4.0.9.1,4.1 and up
Foursquare Swarm: Check In,TRAVEL_AND_LOCAL,3.9,421800,,10000000.0,Free,0.0,Teen,Travel & Local,"July 27, 2018",Varies with device,Varies with device
Flightradar24 Flight Tracker,TRAVEL_AND_LOCAL,4.3,171889,,10000000.0,Free,0.0,Everyone,Travel & Local,"July 18, 2018",7.8.0,Varies with device
2GIS: directory & navigator,TRAVEL_AND_LOCAL,4.5,768833,,50000000.0,Free,0.0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device
American Airlines,TRAVEL_AND_LOCAL,3.7,16980,,5000000.0,Free,0.0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,26.0,100000.0,Free,0.0,Everyone,Travel & Local,"March 21, 2016",1.2.1,4.1 and up
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,10.0,1000000.0,Free,0.0,Everyone,Travel & Local,"July 31, 2018",8.8.2,5.0 and up
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,57.0,100000.0,Free,0.0,Everyone,Travel & Local,"August 5, 2018",17.7.8,4.4 and up
British Airways,TRAVEL_AND_LOCAL,4.2,25740,51.0,1000000.0,Free,0.0,Everyone,Travel & Local,"July 24, 2018",4.2,4.4 and up
